10.152.9.8 [12/Jun/2014:19:55:16 +0000][26 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--7]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][12 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--65]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][17 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--13]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][22 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--35]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][9 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--25]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][3 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--64]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][8 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--14]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--44]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][55 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--50]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][4 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--66]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][3 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--63]
127.0.0.1 [12/Jun/2014:19:56:00 +0000][3 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--37]
127.0.0.1 [12/Jun/2014:19:56:01 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--45]
127.0.0.1 [12/Jun/2014:19:56:01 +0000][3 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--36]
127.0.0.1 [12/Jun/2014:19:56:02 +0000][4 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--30]
127.0.0.1 [12/Jun/2014:19:56:02 +0000][5 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--47]
127.0.0.1 [12/Jun/2014:19:56:02 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--34]
127.0.0.1 [12/Jun/2014:19:56:02 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--51]
127.0.0.1 [12/Jun/2014:19:56:03 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--18]
127.0.0.1 [12/Jun/2014:19:56:03 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--1]
127.0.0.1 [12/Jun/2014:19:56:03 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--49]
127.0.0.1 [12/Jun/2014:19:56:03 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:19:56:16 +0000][28 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--19]
10.152.9.8 [12/Jun/2014:19:57:16 +0000][27 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--28]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][13 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--15]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--54]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][6 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--8]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][9 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--4]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][3 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--31]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][30 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--29]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][13 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--3]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][19 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--24]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][4 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--55]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--9]
127.0.0.1 [12/Jun/2014:19:58:00 +0000][4 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--52]
127.0.0.1 [12/Jun/2014:19:58:01 +0000][5 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--22]
127.0.0.1 [12/Jun/2014:19:58:01 +0000][4 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--46]
127.0.0.1 [12/Jun/2014:19:58:02 +0000][4 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--53]
127.0.0.1 [12/Jun/2014:19:58:02 +0000][4 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--39]
127.0.0.1 [12/Jun/2014:19:58:02 +0000][4 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--5]
127.0.0.1 [12/Jun/2014:19:58:03 +0000][3 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--6]
127.0.0.1 [12/Jun/2014:19:58:03 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--10]
127.0.0.1 [12/Jun/2014:19:58:03 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--26]
127.0.0.1 [12/Jun/2014:19:58:03 +0000][14 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--16]
127.0.0.1 [12/Jun/2014:19:58:03 +0000][1025 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--32]
10.152.9.8 [12/Jun/2014:19:58:17 +0000][25 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--33]
10.152.9.8 [12/Jun/2014:19:59:17 +0000][55 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--27]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][5 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--11]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][7 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--23]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][10 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--7]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][11 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--37]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][19 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--21]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--30]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][4 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--14]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][6 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--13]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][5 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--65]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][4 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--64]
127.0.0.1 [12/Jun/2014:20:00:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--35]
127.0.0.1 [12/Jun/2014:20:00:01 +0000][4 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--25]
127.0.0.1 [12/Jun/2014:20:00:01 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--44]
127.0.0.1 [12/Jun/2014:20:00:02 +0000][3 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--63]
127.0.0.1 [12/Jun/2014:20:00:02 +0000][5 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--50]
127.0.0.1 [12/Jun/2014:20:00:02 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--45]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][6 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--36]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--47]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--51]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][9 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--34]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][1033 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--66]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][41 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=1&limit=50 HTTP/1.1" 200 13398 [tomcat-http--18]
127.0.0.1 [12/Jun/2014:20:00:03 +0000][43 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=2&limit=50 HTTP/1.1" 200 281 [tomcat-http--1]
10.152.9.8 [12/Jun/2014:20:00:17 +0000][32 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:20:01:17 +0000][28 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--42]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][5 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--19]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][3 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--15]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][2 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--55]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][6 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--29]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][12 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--4]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][9 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--31]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][12 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--54]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--3]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][16 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--8]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][22 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--28]
127.0.0.1 [12/Jun/2014:20:02:00 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--24]
127.0.0.1 [12/Jun/2014:20:02:01 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--52]
127.0.0.1 [12/Jun/2014:20:02:02 +0000][3 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--22]
127.0.0.1 [12/Jun/2014:20:02:02 +0000][8 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--46]
127.0.0.1 [12/Jun/2014:20:02:02 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--53]
127.0.0.1 [12/Jun/2014:20:02:02 +0000][4 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--39]
127.0.0.1 [12/Jun/2014:20:02:03 +0000][3 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--6]
127.0.0.1 [12/Jun/2014:20:02:03 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--5]
127.0.0.1 [12/Jun/2014:20:02:03 +0000][4 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--26]
127.0.0.1 [12/Jun/2014:20:02:03 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--10]
127.0.0.1 [12/Jun/2014:20:02:03 +0000][2045 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--9]
10.152.9.8 [12/Jun/2014:20:02:18 +0000][25 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--16]
10.152.9.8 [12/Jun/2014:20:03:18 +0000][28 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--32]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--11]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][7 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--45]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][7 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--23]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][19 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--27]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][3 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--37]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][6 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--7]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][44 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--33]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--30]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][8 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--21]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--14]
127.0.0.1 [12/Jun/2014:20:04:00 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--65]
127.0.0.1 [12/Jun/2014:20:04:01 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--13]
127.0.0.1 [12/Jun/2014:20:04:01 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--64]
127.0.0.1 [12/Jun/2014:20:04:02 +0000][4 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--35]
127.0.0.1 [12/Jun/2014:20:04:02 +0000][4 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--44]
127.0.0.1 [12/Jun/2014:20:04:02 +0000][3 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--50]
127.0.0.1 [12/Jun/2014:20:04:03 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--63]
127.0.0.1 [12/Jun/2014:20:04:03 +0000][3 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--36]
127.0.0.1 [12/Jun/2014:20:04:03 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--47]
127.0.0.1 [12/Jun/2014:20:04:03 +0000][3 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--51]
127.0.0.1 [12/Jun/2014:20:04:03 +0000][1007 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--25]
10.152.9.8 [12/Jun/2014:20:04:18 +0000][29 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--34]
127.0.0.1 [12/Jun/2014:20:05:00 +0000][40 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=1&limit=50 HTTP/1.1" 200 13398 [tomcat-http--66]
127.0.0.1 [12/Jun/2014:20:05:00 +0000][40 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=2&limit=50 HTTP/1.1" 200 281 [tomcat-http--18]
10.152.9.8 [12/Jun/2014:20:05:18 +0000][27 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--1]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--55]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][3 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--54]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][3 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--3]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][13 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--19]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][17 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--42]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][30 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--49]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--8]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][3 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--15]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][4 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--4]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][52 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--29]
127.0.0.1 [12/Jun/2014:20:06:00 +0000][4 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--31]
127.0.0.1 [12/Jun/2014:20:06:01 +0000][4 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--28]
127.0.0.1 [12/Jun/2014:20:06:01 +0000][4 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--24]
127.0.0.1 [12/Jun/2014:20:06:02 +0000][4 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--22]
127.0.0.1 [12/Jun/2014:20:06:02 +0000][5 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--52]
127.0.0.1 [12/Jun/2014:20:06:02 +0000][4 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--53]
127.0.0.1 [12/Jun/2014:20:06:02 +0000][5 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--39]
127.0.0.1 [12/Jun/2014:20:06:03 +0000][3 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--46]
127.0.0.1 [12/Jun/2014:20:06:03 +0000][4 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--6]
127.0.0.1 [12/Jun/2014:20:06:03 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--5]
127.0.0.1 [12/Jun/2014:20:06:03 +0000][3 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--26]
10.152.9.8 [12/Jun/2014:20:06:18 +0000][28 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--9]
10.152.9.8 [12/Jun/2014:20:07:19 +0000][58 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--10]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][6 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--37]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][23 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--32]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][12 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--23]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][7 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--7]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][7 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--27]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][22 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--11]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][45 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--16]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][23 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--33]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--30]
127.0.0.1 [12/Jun/2014:20:08:00 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--21]
127.0.0.1 [12/Jun/2014:20:08:01 +0000][5 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--65]
127.0.0.1 [12/Jun/2014:20:08:01 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--14]
127.0.0.1 [12/Jun/2014:20:08:02 +0000][4 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--64]
127.0.0.1 [12/Jun/2014:20:08:02 +0000][4 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--13]
127.0.0.1 [12/Jun/2014:20:08:02 +0000][10 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--35]
127.0.0.1 [12/Jun/2014:20:08:02 +0000][4 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--44]
127.0.0.1 [12/Jun/2014:20:08:03 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--50]
127.0.0.1 [12/Jun/2014:20:08:03 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--63]
127.0.0.1 [12/Jun/2014:20:08:03 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--36]
127.0.0.1 [12/Jun/2014:20:08:03 +0000][2 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--47]
127.0.0.1 [12/Jun/2014:20:08:03 +0000][3916 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--45]
10.152.9.8 [12/Jun/2014:20:08:19 +0000][27 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--51]
10.152.9.8 [12/Jun/2014:20:09:19 +0000][26 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--25]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][3 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--18]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][4 ms] "GET /iaas-proxy-provider/api/status HTTP/1.1" 200 1459 [tomcat-http--1]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][16 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--66]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][124 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--34]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][3 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--49]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][7 ms] "GET /approval-service/api/status HTTP/1.1" 200 1446 [tomcat-http--3]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][9 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--54]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][13 ms] "GET /advanced-designer-service/api/status HTTP/1.1" 200 1457 [tomcat-http--15]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][10 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--19]
127.0.0.1 [12/Jun/2014:20:10:00 +0000][4 ms] "GET /branding-service/api/status HTTP/1.1" 200 1448 [tomcat-http--42]
127.0.0.1 [12/Jun/2014:20:10:01 +0000][4 ms] "GET /management-service/api/status HTTP/1.1" 200 1457 [tomcat-http--8]
127.0.0.1 [12/Jun/2014:20:10:01 +0000][3 ms] "GET /workitem-service/api/status HTTP/1.1" 200 1445 [tomcat-http--4]
127.0.0.1 [12/Jun/2014:20:10:02 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--31]
127.0.0.1 [12/Jun/2014:20:10:02 +0000][3 ms] "GET /notification-service/api/status HTTP/1.1" 200 1448 [tomcat-http--29]
127.0.0.1 [12/Jun/2014:20:10:02 +0000][2 ms] "GET /travel/apps/api/status HTTP/1.1" 200 1472 [tomcat-http--28]
127.0.0.1 [12/Jun/2014:20:10:02 +0000][4 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--24]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][4 ms] "GET /catalog-service/api/status HTTP/1.1" 200 1443 [tomcat-http--22]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][3 ms] "GET /eventlog-service/api/status HTTP/1.1" 200 1440 [tomcat-http--53]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][6 ms] "GET /component-registry/api/status HTTP/1.1" 200 911 [tomcat-http--52]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][3 ms] "GET /identity/api/status HTTP/1.1" 200 1437 [tomcat-http--39]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][2969 ms] "GET /vcac/services/api/status HTTP/1.1" 200 1347 [tomcat-http--55]
127.0.0.1 [12/Jun/2014:20:10:03 +0000][38 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=1&limit=50 HTTP/1.1" 200 13398 [tomcat-http--46]
